order_id,order_date,dt_month,country_code,channel_id,shop_id,warehouse_id,dest_warehouse,order_type,campaign_id,gmv,cost_promo_discount,cost_ad_spend,cost_refund,cost_front_total,cost_production,cost_freight,cost_warehouse,cost_commission,cost_other,cost_back_total,gross_margin_amt,gross_margin_pct,item_qty,sku_qty,created_at,paid_at,shipped_at,delivered_at,turnover_days
248,2026-01-19,2026-01,UK,AMZ,SHOP_EU,WH_US_EAST,WH_AU,B2C_STD,CAMP002,78.5,6.01,3.34,0.06,9.41,19.59,3.32,2.67,9.36,2.18,37.12,31.970000000000006,0.4073,4,3,2026-01-19,2026-01-19 01:00:00,2026-01-20 17:00:00,2026-01-22 02:00:00,19
249,2026-01-18,2026-01,FR,DTC,SHOP_EU,WH_US_EAST,WH_AU,B2C_STD,CAMP001,224.96,24.25,8.48,11.67,44.400000000000006,44.55,11.92,10.86,28.82,2.72,98.87,81.69,0.3631,5,1,2026-01-18,2026-01-18 00:00:00,2026-01-19 11:00:00,2026-01-22 23:00:00,17
250,2025-12-09,2025-12,UK,AMZ,SHOP_US,WH_AU,WH_EU_DE,B2C_MEMBER,,235.55,17.85,21.64,9.63,49.120000000000005,46.78,14.47,11.3,24.21,6.23,102.99,83.44000000000001,0.3542,4,1,2025-12-09,2025-12-09 01:00:00,2025-12-10 06:00:00,2025-12-11 23:00:00,5
251,2025-05-19,2025-05,US,DTC,SHOP_UK,WH_AU,WH_UK,B2C_PROMO,CAMP002,231.61,26.86,12.51,8.25,47.62,47.85,13.4,6.07,20.06,3.29,90.67,93.32000000000001,0.4029,5,2,2025-05-19,2025-05-19 00:00:00,2025-05-19 05:00:00,2025-05-23 18:00:00,25
252,2025-06-21,2025-06,FR,AMZ,SHOP_EU,WH_US_WEST,WH_US_EAST,B2C_STD,,169.79,4.22,13.22,13.13,30.57,41.03,11.4,5.22,25.18,3.04,85.87,53.349999999999994,0.3142,5,2,2025-06-21,2025-06-21 00:00:00,2025-06-21 15:00:00,2025-06-28 07:00:00,18
253,2025-12-08,2025-12,UK,AMZ,SHOP_EU,WH_UK,WH_AU,B2C_BUNDLE,CAMP001,168.56,5.02,5.36,7.7,18.08,38.78,7.41,4.13,16.86,2.75,69.93,80.55000000000001,0.4779,5,2,2025-12-08,2025-12-08 00:00:00,2025-12-09 01:00:00,2025-12-15 08:00:00,28
254,2025-05-27,2025-05,US,AMZ,SHOP_EU,WH_US_WEST,WH_UK,B2C_BUNDLE,,118.71,2.9,9.3,8.2,20.4,23.16,6.91,4.19,13.02,2.14,49.42,48.89,0.4118,2,1,2025-05-27,2025-05-27 00:00:00,2025-05-27 20:00:00,2025-06-02 03:00:00,23
255,2025-04-03,2025-04,US,DTC,SHOP_EU,WH_EU_DE,WH_AU,B2C_STD,CAMP002,195.53,7.53,10.19,2.18,19.9,43.38,6.73,6.61,24.54,2.54,83.8,91.83,0.4696,2,1,2025-04-03,2025-04-03 01:00:00,2025-04-03 11:00:00,2025-04-10 07:00:00,21
256,2025-08-23,2025-08,DE,AMZ,SHOP_EU,WH_US_EAST,WH_AU,B2C_PROMO,,146.88,10.89,4.98,6.69,22.560000000000002,30.64,7.44,6.91,12.0,2.95,59.94,64.38,0.4383,5,2,2025-08-23,2025-08-23 01:00:00,2025-08-24 23:00:00,2025-08-30 03:00:00,18
257,2026-01-08,2026-01,UK,AMZ,SHOP_UK,WH_US_EAST,WH_US_EAST,B2C_BUNDLE,,179.04,15.14,13.01,12.43,40.58,35.67,12.09,8.58,24.48,4.66,85.48,52.979999999999976,0.2959,4,1,2026-01-08,2026-01-08 00:00:00,2026-01-08 07:00:00,2026-01-09 12:00:00,8
258,2025-10-13,2025-10,UK,AMZ,SHOP_UK,WH_US_EAST,WH_US_EAST,B2C_PROMO,CAMP002,124.26,3.05,5.82,5.8,14.670000000000002,21.03,8.04,3.92,14.61,2.34,49.94,59.650000000000006,0.48,3,1,2025-10-13,2025-10-13 01:00:00,2025-10-14 17:00:00,2025-10-19 05:00:00,27
259,2025-08-28,2025-08,FR,AMZ,SHOP_EU,WH_US_WEST,WH_AU,B2C_STD,,190.93,21.88,10.9,10.97,43.75,37.5,15.19,6.64,18.99,3.78,82.1,65.08000000000001,0.3409,1,3,2025-08-28,2025-08-28 00:00:00,2025-08-29 17:00:00,2025-09-01 19:00:00,15
260,2025-03-08,2025-03,DE,AMZ,SHOP_US,WH_US_WEST,WH_US_WEST,B2C_BUNDLE,,211.38,22.03,7.53,6.29,35.85,36.9,9.28,9.91,17.82,5.7,79.61,95.92,0.4538,2,3,2025-03-08,2025-03-08 00:00:00,2025-03-09 11:00:00,2025-03-11 22:00:00,13
261,2025-09-13,2025-09,US,AMZ,SHOP_UK,WH_US_EAST,WH_AU,B2C_PROMO,,62.22,3.09,2.51,0.46,6.06,15.03,3.42,2.75,5.69,1.5,28.39,27.769999999999996,0.4463,5,2,2025-09-13,2025-09-13 01:00:00,2025-09-13 15:00:00,2025-09-17 13:00:00,13
262,2026-01-28,2026-01,US,DTC,SHOP_US,WH_US_WEST,WH_AU,B2C_STD,,213.24,5.91,10.85,7.81,24.569999999999997,39.14,9.91,4.29,30.42,4.22,87.97999999999999,100.69000000000003,0.4722,1,2,2026-01-28,2026-01-28 00:00:00,2026-01-28 04:00:00,2026-02-02 07:00:00,16
263,2025-03-24,2025-03,US,AMZ,SHOP_UK,WH_AU,WH_EU_DE,B2C_STD,CAMP002,148.87,5.51,5.4,4.7,15.61,36.51,7.75,4.41,19.06,2.26,69.99000000000001,63.26999999999998,0.425,2,3,2025-03-24,2025-03-24 00:00:00,2025-03-25 04:00:00,2025-03-27 04:00:00,22
264,2025-08-09,2025-08,DE,AMZ,SHOP_EU,WH_AU,WH_EU_DE,B2C_STD,,215.83,7.06,20.24,14.97,42.269999999999996,43.88,15.72,7.05,21.04,5.98,93.67,79.89,0.3702,3,1,2025-08-09,2025-08-09 00:00:00,2025-08-10 21:00:00,2025-08-17 15:00:00,20
265,2025-12-18,2025-12,US,AMZ,SHOP_UK,WH_US_WEST,WH_EU_DE,B2C_STD,CAMP001,124.89,4.04,3.8,2.44,10.28,26.62,8.02,3.36,10.56,2.69,51.25,63.36,0.5073,4,2,2025-12-18,2025-12-18 00:00:00,2025-12-19 03:00:00,2025-12-21 22:00:00,13
266,2025-10-29,2025-10,UK,AMZ,SHOP_EU,WH_US_EAST,WH_US_WEST,B2C_BUNDLE,CAMP001,113.39,8.15,7.24,8.77,24.16,23.16,8.4,2.95,14.55,1.64,50.7,38.53,0.3398,5,2,2025-10-29,2025-10-29 00:00:00,2025-10-30 22:00:00,2025-11-01 11:00:00,20
267,2025-10-13,2025-10,DE,AMZ,SHOP_UK,WH_US_WEST,WH_US_WEST,B2C_STD,,231.31,10.31,8.93,17.73,36.97,37.69,9.29,4.89,27.77,3.56,83.2,111.14,0.4805,3,2,2025-10-13,2025-10-13 01:00:00,2025-10-13 21:00:00,2025-10-16 01:00:00,2
268,2025-10-15,2025-10,FR,AMZ,SHOP_EU,WH_US_WEST,WH_AU,B2C_STD,CAMP002,85.26,4.76,4.39,1.69,10.839999999999998,15.99,6.28,3.35,9.24,2.22,37.08,37.34,0.438,2,1,2025-10-15,2025-10-15 01:00:00,2025-10-15 12:00:00,2025-10-19 13:00:00,3
269,2025-06-12,2025-06,US,AMZ,SHOP_EU,WH_US_WEST,WH_EU_DE,B2C_PROMO,,215.73,25.66,20.46,6.01,52.13,34.5,7.12,6.01,22.75,2.35,72.72999999999999,90.87,0.4212,5,3,2025-06-12,2025-06-12 01:00:00,2025-06-13 07:00:00,2025-06-16 08:00:00,15
270,2025-05-19,2025-05,DE,AMZ,SHOP_EU,WH_EU_DE,WH_US_WEST,B2C_STD,,136.48,12.07,5.64,9.78,27.490000000000002,28.97,10.16,2.94,12.99,4.07,59.129999999999995,49.859999999999985,0.3653,1,2,2025-05-19,2025-05-19 00:00:00,2025-05-19 21:00:00,2025-05-21 01:00:00,23
271,2025-11-23,2025-11,US,DTC,SHOP_EU,WH_AU,WH_US_EAST,B2C_MEMBER,,143.1,16.44,13.97,11.07,41.480000000000004,27.86,6.65,3.85,18.16,1.8,58.31999999999999,43.3,0.3026,4,3,2025-11-23,2025-11-23 00:00:00,2025-11-24 06:00:00,2025-11-29 19:00:00,19
272,2025-11-23,2025-11,DE,DTC,SHOP_US,WH_UK,WH_AU,B2C_STD,,97.86,3.35,4.35,3.47,11.17,22.29,4.48,4.31,14.48,2.54,48.1,38.589999999999996,0.3943,2,3,2025-11-23,2025-11-23 00:00:00,2025-11-24 01:00:00,2025-11-30 02:00:00,13
273,2025-12-14,2025-12,US,DTC,SHOP_EU,WH_UK,WH_UK,B2C_STD,CAMP002,156.07,9.09,12.78,4.01,25.879999999999995,26.85,8.68,7.11,14.41,2.79,59.839999999999996,70.35,0.4508,4,1,2025-12-14,2025-12-14 00:00:00,2025-12-14 19:00:00,2025-12-19 10:00:00,5
274,2025-12-31,2025-12,US,AMZ,SHOP_US,WH_EU_DE,WH_AU,B2C_STD,CAMP001,101.55,7.66,6.93,4.27,18.86,16.9,7.82,3.5,12.37,2.02,42.61,40.08,0.3947,5,1,2025-12-31,2025-12-31 00:00:00,2025-12-31 05:00:00,2026-01-03 13:00:00,26
275,2025-08-06,2025-08,DE,AMZ,SHOP_US,WH_US_WEST,WH_UK,B2C_STD,CAMP003,38.64,1.07,3.55,2.13,6.75,7.37,1.25,1.26,4.24,1.07,15.190000000000001,16.7,0.4322,3,1,2025-08-06,2025-08-06 00:00:00,2025-08-06 08:00:00,2025-08-08 09:00:00,22
276,2025-08-03,2025-08,US,AMZ,SHOP_EU,WH_EU_DE,WH_EU_DE,B2C_STD,CAMP001,89.84,1.83,6.18,1.97,9.98,21.8,4.28,4.43,10.0,1.64,42.150000000000006,37.709999999999994,0.4197,4,1,2025-08-03,2025-08-03 01:00:00,2025-08-03 22:00:00,2025-08-05 03:00:00,6
277,2025-11-19,2025-11,US,AMZ,SHOP_US,WH_EU_DE,WH_UK,B2C_PROMO,CAMP001,31.4,2.73,2.12,1.85,6.699999999999999,6.94,2.29,0.82,3.07,0.65,13.770000000000001,10.929999999999998,0.3481,1,1,2025-11-19,2025-11-19 00:00:00,2025-11-19 06:00:00,2025-11-26 05:00:00,14
278,2025-09-26,2025-09,DE,DTC,SHOP_UK,WH_US_EAST,WH_EU_DE,B2C_MEMBER,CAMP003,245.24,20.64,10.71,1.01,32.36,47.06,12.21,6.49,33.78,2.69,102.23,110.64999999999999,0.4512,2,1,2025-09-26,2025-09-26 01:00:00,2025-09-27 07:00:00,2025-09-30 18:00:00,4
279,2025-10-15,2025-10,DE,AMZ,SHOP_EU,WH_AU,WH_US_EAST,B2C_STD,,242.46,14.81,10.1,0.96,25.87,48.91,9.69,6.97,27.63,2.44,95.63999999999999,120.95000000000002,0.4988,1,2,2025-10-15,2025-10-15 00:00:00,2025-10-15 20:00:00,2025-10-20 23:00:00,22
280,2025-11-18,2025-11,UK,AMZ,SHOP_US,WH_UK,WH_UK,B2C_PROMO,,116.93,8.06,11.01,3.61,22.68,18.52,5.99,2.94,13.8,1.74,42.99,51.26,0.4384,4,3,2025-11-18,2025-11-18 01:00:00,2025-11-18 20:00:00,2025-11-20 07:00:00,19
281,2025-12-22,2025-12,UK,AMZ,SHOP_EU,WH_US_WEST,WH_AU,B2C_PROMO,CAMP002,190.24,11.71,10.07,5.38,27.16,47.27,9.37,5.97,19.28,4.49,86.38,76.70000000000002,0.4032,3,1,2025-12-22,2025-12-22 00:00:00,2025-12-22 09:00:00,2025-12-26 11:00:00,23
282,2025-06-04,2025-06,UK,DTC,SHOP_EU,WH_UK,WH_EU_DE,B2C_BUNDLE,,106.08,2.38,5.95,2.68,11.01,22.98,8.04,5.02,9.84,1.32,47.199999999999996,47.87,0.4513,3,2,2025-06-04,2025-06-04 01:00:00,2025-06-04 11:00:00,2025-06-05 13:00:00,7
283,2025-06-18,2025-06,US,AMZ,SHOP_EU,WH_UK,WH_AU,B2C_STD,CAMP002,177.64,9.51,14.78,6.98,31.27,31.72,12.1,6.83,15.28,2.18,68.11,78.25999999999998,0.4406,1,3,2025-06-18,2025-06-18 01:00:00,2025-06-18 18:00:00,2025-06-22 08:00:00,4
284,2025-03-07,2025-03,US,AMZ,SHOP_US,WH_AU,WH_US_WEST,B2C_STD,CAMP001,207.19,7.81,11.13,5.32,24.26,43.22,11.45,6.7,26.93,3.77,92.07000000000001,90.86,0.4385,5,1,2025-03-07,2025-03-07 00:00:00,2025-03-08 17:00:00,2025-03-15 06:00:00,2
285,2025-08-31,2025-08,US,AMZ,SHOP_UK,WH_UK,WH_EU_DE,B2C_STD,,238.29,7.11,23.03,3.67,33.81,38.35,18.92,11.45,22.34,5.47,96.53,107.94999999999999,0.453,5,1,2025-08-31,2025-08-31 00:00:00,2025-09-01 19:00:00,2025-09-03 13:00:00,27
286,2025-02-14,2025-02,FR,AMZ,SHOP_UK,WH_UK,WH_UK,B2C_PROMO,,118.05,13.66,9.64,2.92,26.22,29.11,6.29,2.53,15.15,2.86,55.94,35.89,0.304,3,2,2025-02-14,2025-02-14 01:00:00,2025-02-14 19:00:00,2025-02-16 12:00:00,7
287,2025-07-20,2025-07,UK,AMZ,SHOP_US,WH_EU_DE,WH_EU_DE,B2C_BUNDLE,,202.33,16.17,14.53,15.78,46.480000000000004,33.89,6.66,5.32,21.72,2.75,70.34,85.51000000000002,0.4226,1,3,2025-07-20,2025-07-20 00:00:00,2025-07-21 12:00:00,2025-07-25 19:00:00,3
288,2025-08-18,2025-08,US,AMZ,SHOP_EU,WH_AU,WH_AU,B2C_STD,CAMP001,88.5,8.22,8.11,2.91,19.24,19.01,3.82,3.27,9.66,1.03,36.790000000000006,32.47,0.3669,1,1,2025-08-18,2025-08-18 00:00:00,2025-08-19 22:00:00,2025-08-23 22:00:00,15
289,2025-05-16,2025-05,UK,AMZ,SHOP_US,WH_US_EAST,WH_US_EAST,B2C_STD,,247.87,12.77,8.3,8.82,29.89,43.26,12.84,9.53,27.97,7.14,100.74,117.24000000000002,0.473,1,3,2025-05-16,2025-05-16 00:00:00,2025-05-17 06:00:00,2025-05-23 16:00:00,1
290,2025-09-04,2025-09,FR,AMZ,SHOP_US,WH_US_WEST,WH_EU_DE,B2C_MEMBER,,35.67,2.12,1.71,1.65,5.48,7.91,1.35,0.76,3.77,0.54,14.329999999999998,15.860000000000003,0.4446,4,2,2025-09-04,2025-09-04 01:00:00,2025-09-05 09:00:00,2025-09-11 14:00:00,2
291,2025-02-12,2025-02,US,AMZ,SHOP_US,WH_UK,WH_UK,B2C_BUNDLE,,162.78,7.11,10.18,12.81,30.1,37.06,12.6,5.22,14.17,4.41,73.46,59.22000000000001,0.3638,5,1,2025-02-12,2025-02-12 00:00:00,2025-02-13 16:00:00,2025-02-17 15:00:00,10
292,2025-02-14,2025-02,UK,AMZ,SHOP_EU,WH_US_WEST,WH_US_WEST,B2C_MEMBER,,175.09,5.2,8.03,3.38,16.61,38.05,11.97,6.91,17.8,4.77,79.49999999999999,78.98000000000003,0.4511,5,3,2025-02-14,2025-02-14 01:00:00,2025-02-14 09:00:00,2025-02-16 22:00:00,16
293,2025-11-28,2025-11,UK,AMZ,SHOP_US,WH_US_EAST,WH_US_EAST,B2C_BUNDLE,,181.37,6.87,14.89,9.89,31.650000000000002,38.35,7.87,7.43,22.94,4.62,81.21000000000001,68.50999999999999,0.3777,4,2,2025-11-28,2025-11-28 01:00:00,2025-11-29 09:00:00,2025-12-03 04:00:00,25
294,2025-06-12,2025-06,UK,DTC,SHOP_EU,WH_US_WEST,WH_US_WEST,B2C_STD,,56.49,5.63,5.33,3.24,14.200000000000001,13.52,3.36,2.21,7.15,0.76,27.000000000000004,15.289999999999996,0.2707,2,2,2025-06-12,2025-06-12 00:00:00,2025-06-13 11:00:00,2025-06-17 18:00:00,28
295,2025-03-19,2025-03,US,DTC,SHOP_US,WH_US_EAST,WH_EU_DE,B2C_PROMO,,236.48,20.75,14.11,11.49,46.35,37.33,15.62,7.0,23.66,6.25,89.86,100.27,0.424,4,1,2025-03-19,2025-03-19 01:00:00,2025-03-19 10:00:00,2025-03-22 03:00:00,15
296,2025-08-10,2025-08,FR,AMZ,SHOP_UK,WH_EU_DE,WH_AU,B2C_PROMO,,69.86,5.22,3.77,0.5,9.49,12.79,5.38,1.59,7.84,1.77,29.369999999999997,31.0,0.4437,1,3,2025-08-10,2025-08-10 00:00:00,2025-08-10 05:00:00,2025-08-13 20:00:00,24
297,2025-11-09,2025-11,FR,AMZ,SHOP_US,WH_UK,WH_AU,B2C_STD,,167.01,11.27,16.25,9.04,36.56,29.2,12.37,5.48,15.62,3.66,66.33,64.11999999999999,0.3839,4,1,2025-11-09,2025-11-09 00:00:00,2025-11-09 09:00:00,2025-11-13 14:00:00,15
298,2025-04-20,2025-04,UK,AMZ,SHOP_US,WH_US_EAST,WH_UK,B2C_PROMO,CAMP003,78.99,8.87,4.83,0.41,14.11,19.65,4.4,1.88,7.48,1.32,34.73,30.15,0.3817,1,1,2025-04-20,2025-04-20 01:00:00,2025-04-21 23:00:00,2025-04-28 05:00:00,14
299,2025-09-16,2025-09,UK,AMZ,SHOP_UK,WH_US_WEST,WH_AU,B2C_PROMO,,97.59,2.66,6.27,4.65,13.58,18.44,6.71,4.73,7.96,1.49,39.330000000000005,44.68,0.4578,3,3,2025-09-16,2025-09-16 01:00:00,2025-09-16 08:00:00,2025-09-21 16:00:00,22
300,2025-03-04,2025-03,FR,DTC,SHOP_EU,WH_UK,WH_US_EAST,B2C_STD,CAMP003,150.22,7.22,8.2,8.89,24.31,33.54,8.73,5.15,21.45,1.87,70.74,55.17,0.3673,1,3,2025-03-04,2025-03-04 01:00:00,2025-03-05 09:00:00,2025-03-09 12:00:00,14
301,2025-02-19,2025-02,DE,AMZ,SHOP_EU,WH_EU_DE,WH_AU,B2C_BUNDLE,CAMP002,121.78,6.7,11.41,2.06,20.169999999999998,26.61,7.02,3.59,11.54,2.46,51.22,50.39,0.4138,5,3,2025-02-19,2025-02-19 01:00:00,2025-02-20 05:00:00,2025-02-26 16:00:00,6
302,2025-08-13,2025-08,US,DTC,SHOP_US,WH_UK,WH_UK,B2C_PROMO,,65.25,6.41,4.56,4.39,15.36,11.17,2.33,2.81,6.26,1.42,23.990000000000002,25.9,0.3969,4,2,2025-08-13,2025-08-13 01:00:00,2025-08-13 13:00:00,2025-08-19 22:00:00,14
303,2025-08-17,2025-08,UK,AMZ,SHOP_UK,WH_US_EAST,WH_EU_DE,B2C_MEMBER,,67.61,8.06,5.64,0.16,13.86,11.76,2.45,2.36,6.73,1.16,24.46,29.29,0.4332,1,2,2025-08-17,2025-08-17 00:00:00,2025-08-17 06:00:00,2025-08-23 07:00:00,17
304,2025-09-21,2025-09,UK,AMZ,SHOP_EU,WH_EU_DE,WH_EU_DE,B2C_STD,,121.99,5.38,10.59,8.23,24.2,21.73,6.89,3.57,10.85,2.38,45.42,52.36999999999999,0.4293,2,3,2025-09-21,2025-09-21 01:00:00,2025-09-22 06:00:00,2025-09-25 01:00:00,18
305,2025-10-24,2025-10,US,DTC,SHOP_US,WH_US_WEST,WH_AU,B2C_STD,CAMP002,196.6,21.12,10.6,7.24,38.96,37.57,8.54,8.72,24.53,3.4,82.76,74.87999999999998,0.3809,3,2,2025-10-24,2025-10-24 00:00:00,2025-10-25 22:00:00,2025-10-31 03:00:00,20
306,2026-01-23,2026-01,DE,DTC,SHOP_UK,WH_EU_DE,WH_US_WEST,B2C_PROMO,,227.55,23.45,13.73,3.96,41.14,39.46,7.07,10.47,19.4,5.19,81.59,104.82000000000002,0.4606,2,1,2026-01-23,2026-01-23 00:00:00,2026-01-24 06:00:00,2026-01-27 19:00:00,19
307,2025-08-08,2025-08,FR,DTC,SHOP_EU,WH_EU_DE,WH_EU_DE,B2C_STD,CAMP002,48.51,2.06,4.34,0.52,6.92,7.37,3.21,1.95,4.34,1.36,18.229999999999997,23.36,0.4816,2,3,2025-08-08,2025-08-08 01:00:00,2025-08-09 16:00:00,2025-08-10 16:00:00,17
308,2025-05-29,2025-05,FR,DTC,SHOP_EU,WH_AU,WH_AU,B2C_PROMO,,116.48,6.98,6.46,8.88,22.32,27.72,3.68,2.49,14.58,1.55,50.019999999999996,44.14,0.3789,2,1,2025-05-29,2025-05-29 01:00:00,2025-05-30 12:00:00,2025-06-01 04:00:00,16
309,2025-11-18,2025-11,UK,AMZ,SHOP_UK,WH_EU_DE,WH_UK,B2C_BUNDLE,,52.05,3.17,4.45,0.3,7.92,12.83,3.11,1.93,5.4,0.92,24.190000000000005,19.93999999999999,0.3831,3,3,2025-11-18,2025-11-18 01:00:00,2025-11-18 05:00:00,2025-11-19 20:00:00,8
310,2025-05-10,2025-05,US,DTC,SHOP_UK,WH_EU_DE,WH_AU,B2C_STD,,33.65,3.96,3.23,0.54,7.7299999999999995,6.2,1.92,1.44,4.36,0.43,14.350000000000001,11.569999999999997,0.3438,3,1,2025-05-10,2025-05-10 01:00:00,2025-05-10 20:00:00,2025-05-12 04:00:00,7
311,2025-07-11,2025-07,AU,AMZ,SHOP_UK,WH_UK,WH_EU_DE,B2C_PROMO,,175.58,6.69,12.93,4.89,24.51,32.28,13.77,4.23,20.9,3.95,75.13000000000001,75.94000000000001,0.4325,3,3,2025-07-11,2025-07-11 01:00:00,2025-07-11 15:00:00,2025-07-15 01:00:00,20
312,2025-03-01,2025-03,DE,DTC,SHOP_UK,WH_US_WEST,WH_UK,B2C_PROMO,,162.54,16.24,13.31,8.07,37.62,24.5,8.81,4.37,15.92,3.99,57.59,67.32999999999998,0.4142,3,1,2025-03-01,2025-03-01 00:00:00,2025-03-02 05:00:00,2025-03-08 03:00:00,28
313,2025-02-10,2025-02,US,AMZ,SHOP_US,WH_UK,WH_AU,B2C_STD,,65.86,3.52,5.69,2.87,12.080000000000002,14.36,2.19,3.06,8.27,1.89,29.77,24.01,0.3646,2,3,2025-02-10,2025-02-10 00:00:00,2025-02-11 19:00:00,2025-02-18 11:00:00,12
314,2026-01-18,2026-01,FR,DTC,SHOP_UK,WH_UK,WH_US_EAST,B2C_MEMBER,CAMP001,81.44,7.58,7.26,0.82,15.66,18.94,4.69,1.68,7.18,1.27,33.760000000000005,32.019999999999996,0.3932,5,3,2026-01-18,2026-01-18 00:00:00,2026-01-18 04:00:00,2026-01-24 23:00:00,9
315,2025-12-03,2025-12,FR,AMZ,SHOP_EU,WH_US_EAST,WH_UK,B2C_BUNDLE,,35.22,2.18,2.03,0.82,5.03,5.8,2.54,1.5,4.14,1.02,15.0,15.189999999999998,0.4313,5,2,2025-12-03,2025-12-03 01:00:00,2025-12-04 06:00:00,2025-12-10 04:00:00,27
316,2025-10-13,2025-10,UK,AMZ,SHOP_EU,WH_UK,WH_US_EAST,B2C_PROMO,,213.69,16.63,7.18,4.08,27.89,35.47,17.06,7.31,23.63,2.41,85.88,99.92000000000002,0.4676,3,1,2025-10-13,2025-10-13 01:00:00,2025-10-14 08:00:00,2025-10-17 00:00:00,14
317,2025-06-30,2025-06,UK,AMZ,SHOP_US,WH_AU,WH_US_WEST,B2C_PROMO,,244.43,25.24,14.21,4.18,43.63,55.98,12.59,8.16,24.14,5.39,106.25999999999999,94.54000000000002,0.3868,4,2,2025-06-30,2025-06-30 00:00:00,2025-06-30 12:00:00,2025-07-07 10:00:00,20
318,2025-04-05,2025-04,US,DTC,SHOP_EU,WH_AU,WH_UK,B2C_STD,CAMP003,59.8,6.0,4.61,1.97,12.58,12.66,2.75,1.21,7.31,0.67,24.6,22.619999999999997,0.3783,1,1,2025-04-05,2025-04-05 01:00:00,2025-04-07 00:00:00,2025-04-10 17:00:00,1
319,2025-03-30,2025-03,US,AMZ,SHOP_EU,WH_US_EAST,WH_US_EAST,B2C_MEMBER,,80.92,8.63,4.98,4.56,18.17,12.5,6.1,3.61,11.41,2.26,35.88,26.869999999999997,0.3321,4,2,2025-03-30,2025-03-30 01:00:00,2025-03-31 02:00:00,2025-04-04 04:00:00,10
320,2025-05-03,2025-05,US,AMZ,SHOP_UK,WH_US_WEST,WH_EU_DE,B2C_PROMO,CAMP001,221.05,5.74,18.22,3.85,27.810000000000002,46.92,8.75,6.81,33.14,4.55,100.17,93.07000000000001,0.421,4,3,2025-05-03,2025-05-03 01:00:00,2025-05-03 12:00:00,2025-05-04 22:00:00,17
321,2025-08-20,2025-08,DE,AMZ,SHOP_EU,WH_US_WEST,WH_EU_DE,B2C_PROMO,,233.82,20.86,12.86,6.86,40.58,42.3,14.21,8.47,28.65,5.47,99.1,94.14000000000001,0.4026,4,2,2025-08-20,2025-08-20 00:00:00,2025-08-21 21:00:00,2025-08-23 04:00:00,17
322,2025-10-19,2025-10,US,AMZ,SHOP_US,WH_UK,WH_US_WEST,B2C_BUNDLE,,122.32,4.16,9.1,3.83,17.09,22.86,6.15,4.93,13.25,3.26,50.449999999999996,54.779999999999994,0.4478,5,2,2025-10-19,2025-10-19 01:00:00,2025-10-20 07:00:00,2025-10-26 20:00:00,17
323,2025-09-29,2025-09,US,DTC,SHOP_UK,WH_UK,WH_UK,B2C_STD,,41.14,2.53,1.77,3.21,7.51,9.34,1.32,1.69,3.94,0.54,16.83,16.800000000000004,0.4084,1,3,2025-09-29,2025-09-29 00:00:00,2025-09-30 18:00:00,2025-10-05 20:00:00,4
324,2025-05-14,2025-05,US,AMZ,SHOP_UK,WH_UK,WH_UK,B2C_BUNDLE,,38.67,2.89,3.19,2.95,9.030000000000001,8.94,1.83,1.88,3.79,0.42,16.86,12.780000000000001,0.3305,4,2,2025-05-14,2025-05-14 01:00:00,2025-05-14 23:00:00,2025-05-18 22:00:00,17
325,2026-01-15,2026-01,UK,DTC,SHOP_US,WH_US_WEST,WH_UK,B2C_STD,CAMP002,156.27,9.42,10.66,10.0,30.08,29.7,6.76,5.62,17.75,4.31,64.14,62.05000000000001,0.3971,3,3,2026-01-15,2026-01-15 01:00:00,2026-01-16 05:00:00,2026-01-21 21:00:00,18
326,2025-10-28,2025-10,FR,AMZ,SHOP_UK,WH_EU_DE,WH_US_WEST,B2C_STD,CAMP001,116.44,8.38,5.16,2.25,15.790000000000001,28.49,7.49,3.73,12.31,1.9,53.919999999999995,46.73,0.4013,5,1,2025-10-28,2025-10-28 00:00:00,2025-10-29 17:00:00,2025-11-04 03:00:00,20
327,2025-08-22,2025-08,US,AMZ,SHOP_UK,WH_AU,WH_UK,B2C_STD,,36.3,4.34,1.83,0.2,6.37,6.92,2.81,1.76,5.23,0.46,17.18,12.749999999999996,0.3512,3,2,2025-08-22,2025-08-22 01:00:00,2025-08-23 01:00:00,2025-08-25 10:00:00,23
328,2025-09-12,2025-09,US,DTC,SHOP_US,WH_EU_DE,WH_EU_DE,B2C_MEMBER,,158.32,5.31,13.05,4.01,22.369999999999997,35.97,6.87,6.22,16.75,3.07,68.88,67.07,0.4236,3,3,2025-09-12,2025-09-12 01:00:00,2025-09-13 04:00:00,2025-09-16 12:00:00,2
329,2025-07-04,2025-07,DE,DTC,SHOP_UK,WH_EU_DE,WH_US_EAST,B2C_BUNDLE,CAMP001,32.49,2.84,2.07,0.69,5.6,6.45,2.29,0.94,3.45,0.71,13.84,13.05,0.4017,4,3,2025-07-04,2025-07-04 01:00:00,2025-07-05 04:00:00,2025-07-11 00:00:00,8
330,2025-05-02,2025-05,UK,AMZ,SHOP_US,WH_US_WEST,WH_EU_DE,B2C_PROMO,,203.22,12.11,9.17,8.23,29.51,48.72,6.66,4.84,21.71,2.16,84.09,89.62,0.441,3,2,2025-05-02,2025-05-02 00:00:00,2025-05-02 22:00:00,2025-05-08 21:00:00,13
